trigger_index,trigger_time,price,price_delta,volatility,prediction,actual_digit,correct
8884,1786218968,603.15,-0.12000000000000455,0.10195859726159458,3,4,False
8909,1786219018,604.75,-0.13999999999998636,0.10499206319209411,3,7,False
8910,1786219020,604.57,-0.17999999999994998,0.11236844159578784,3,8,False
8922,1786219044,605.35,-0.11000000000001364,0.0959166304662589,3,5,False
8923,1786219046,605.25,-0.10000000000002274,0.10700467279517145,3,3,True
8963,1786219126,603.96,-0.12000000000000455,0.09859569519562424,3,7,False
8989,1786219178,603.45,-0.16999999999995907,0.13491149362124336,3,7,False
8991,1786219182,603.25,-0.22000000000002728,0.13062244149544053,3,5,False
8994,1786219188,602.86,-0.35000000000002274,0.14205241599104176,3,6,False
9006,1786219212,602.81,-0.15000000000009095,0.12890995996343912,3,6,False
9014,1786219228,603.22,-0.17999999999994998,0.1318458696104557,3,7,False
9018,1786219236,603.25,-0.10000000000002274,0.12833982667555718,3,7,False
9023,1786219246,602.72,-0.11000000000001364,0.11545080722491777,3,8,False
9034,1786219268,603.81,-0.12000000000000455,0.13727911551126568,3,4,False
9049,1786219298,603.47,-0.17999999999994998,0.14437990010923954,3,3,True
9053,1786219306,602.84,-0.14999999999997726,0.13874036503083997,3,7,False
9062,1786219324,602.45,-0.16999999999995907,0.142610580875947,3,0,False
9063,1786219326,602.3,-0.15000000000009095,0.1426105808759555,3,7,False
9072,1786219344,601.42,-0.15000000000009095,0.14407174138833473,3,1,False
9073,1786219346,601.31,-0.11000000000001364,0.1431743304118741,3,9,False
9094,1786219388,600.58,-0.2099999999999227,0.1409491634124048,3,9,False
9096,1786219392,600.34,-0.14999999999997726,0.13613718571104616,3,0,False
9102,1786219404,599.81,-0.10000000000002274,0.07627435858645178,3,6,False
9103,1786219406,599.66,-0.14999999999997726,0.07424434134814528,3,9,False
9107,1786219414,599.69,-0.18999999999994088,0.11278790321267682,3,0,False
9117,1786219434,600.25,-0.11000000000001364,0.08617811013631957,3,5,False
9121,1786219442,600.28,-0.13999999999998636,0.09213516640722634,3,5,False
9126,1786219452,600.22,-0.2599999999999909,0.132681741187101,3,6,False
9149,1786219498,599.91,-0.18000000000006366,0.13100042408755067,3,4,False
9150,1786219500,599.74,-0.16999999999995907,0.1106345334875423,3,3,True
9153,1786219506,599.66,-0.10000000000002274,0.11195733314281307,3,7,False
9168,1786219536,599.55,-0.12000000000000455,0.13549907748763132,3,9,False
9171,1786219542,599.31,-0.12000000000000455,0.13800563595576323,3,1,False
9238,1786219676,598.57,-0.1999999999999318,0.10066997787047409,3,3,True
9241,1786219682,598.27,-0.3300000000000409,0.1303670033235191,3,0,False
9242,1786219684,598.0,-0.2699999999999818,0.14275464576989158,3,7,False
9255,1786219710,598.7,-0.14999999999997726,0.08456424250891846,3,2,False
9258,1786219716,598.39,-0.14999999999997726,0.0828921655592969,3,3,True
9274,1786219748,599.01,-0.13999999999998636,0.1186779020898188,3,9,False
9316,1786219832,598.16,-0.2800000000000864,0.1050343859039923,3,1,False
9317,1786219834,598.01,-0.14999999999997726,0.10716550025288099,3,2,False
9327,1786219854,598.41,-0.10000000000002274,0.13888444437334632,3,3,True
9334,1786219868,598.73,-0.12999999999999545,0.12447221912272671,3,1,False
9335,1786219870,598.51,-0.22000000000002728,0.14491376746190618,3,2,False
9337,1786219874,598.25,-0.16999999999995907,0.14041209191360934,3,0,False
9343,1786219886,597.93,-0.22000000000002728,0.13532265967759943,3,2,False
9345,1786219890,597.67,-0.25,0.1406492880259935,3,4,False
9347,1786219894,597.45,-0.18999999999994088,0.14321700705959262,3,7,False
9351,1786219902,597.4,-0.18000000000006366,0.12666666666666812,3,5,False
9353,1786219906,597.05,-0.3000000000000682,0.13231276078546264,3,2,False
9354,1786219908,596.82,-0.2299999999999045,0.13613718571108707,3,7,False
9356,1786219912,596.61,-0.15999999999996817,0.12754519896012417,3,7,False
9357,1786219914,596.47,-0.13999999999998636,0.12470409420348652,3,5,False
9363,1786219926,596.53,-0.19000000000005457,0.12899612397276045,3,3,True
9365,1786219930,596.41,-0.22000000000002728,0.1361535081361446,3,6,False
9368,1786219936,596.33,-0.12999999999999545,0.13423031616509284,3,2,False
9392,1786219984,596.5,-0.2300000000000182,0.10471654862322294,3,9,False
9394,1786219988,596.47,-0.12000000000000455,0.10905656024897396,3,0,False
9398,1786219996,596.33,-0.17999999999994998,0.12120231020901773,3,9,False
9399,1786219998,596.19,-0.13999999999998636,0.12633289357883984,3,4,False
9400,1786220000,596.04,-0.15000000000009095,0.12497110777208142,3,4,False
9402,1786220004,595.81,-0.2300000000000182,0.1127879032126845,3,8,False
9404,1786220008,595.7,-0.17999999999994998,0.11431438132527214,3,9,False
9405,1786220010,595.59,-0.11000000000001364,0.11474125481080348,3,1,False
9409,1786220018,595.17,-0.3300000000000409,0.12299954832800615,3,2,False
9420,1786220040,595.52,-0.2400000000000091,0.12382783747339074,3,7,False
9422,1786220044,595.33,-0.13999999999998636,0.13431306712305027,3,0,False
9429,1786220058,595.14,-0.10000000000002274,0.140063477672726,3,0,False
9451,1786220102,595.6,-0.2599999999999909,0.13758229860302285,3,7,False
9455,1786220110,595.62,-0.17999999999994998,0.14234543274098796,3,7,False
9470,1786220140,595.25,-0.12000000000000455,0.14392899483965924,3,0,False
9500,1786220200,596.43,-0.16000000000008185,0.1234728940114334,3,9,False
9522,1786220244,595.96,-0.16999999999995907,0.14477568856681955,3,3,True
9527,1786220254,596.15,-0.20000000000004547,0.13979747255702554,3,5,False
9533,1786220266,596.23,-0.13999999999998636,0.14522013940529105,3,1,False
9537,1786220274,595.44,-0.15999999999996817,0.1421618795598965,3,0,False
9546,1786220292,595.4,-0.13999999999998636,0.09357112565077971,3,1,False
9549,1786220298,595.31,-0.21000000000003638,0.1295676571439834,3,1,False
9557,1786220314,595.38,-0.12999999999999545,0.12570247058478218,3,5,False
9558,1786220316,595.15,-0.2300000000000182,0.1237425643108645,3,7,False
9562,1786220324,594.85,-0.2999999999999545,0.14142135623730323,3,3,True
9570,1786220340,594.46,-0.12000000000000455,0.14327905949191924,3,0,False
9596,1786220392,596.28,-0.11000000000001364,0.13214470183182317,3,2,False
9606,1786220412,596.58,-0.12000000000000455,0.099442892601185,3,7,False
9622,1786220444,596.97,-0.22000000000002728,0.10022751895341525,3,8,False
9638,1786220476,597.88,-0.21000000000003638,0.12318008497049913,3,9,False
9681,1786220562,599.04,-0.13999999999998636,0.114158758850217,3,0,False
9682,1786220564,598.9,-0.13999999999998636,0.12209286083414124,3,7,False
9743,1786220686,599.65,-0.10000000000002274,0.14476033833739319,3,1,False
9747,1786220694,599.6,-0.10000000000002274,0.1314069167805646,3,3,True
9748,1786220696,599.43,-0.17000000000007276,0.1393795776527744,3,6,False
9749,1786220698,599.26,-0.16999999999995907,0.14286357128392807,3,1,False
9753,1786220706,599.04,-0.18000000000006366,0.11039826890752738,3,3,True
9762,1786220724,599.34,-0.11000000000001364,0.1215456018675066,3,8,False
9763,1786220726,599.18,-0.16000000000008185,0.11815244390194181,3,5,False
9766,1786220732,598.92,-0.18000000000006366,0.12858201014658444,3,2,False
9771,1786220742,598.86,-0.17999999999994998,0.10049322807478678,3,4,False
9806,1786220812,598.01,-0.14999999999997726,0.13742068419433795,3,4,False
9809,1786220818,597.81,-0.17000000000007276,0.12356284950490878,3,7,False
9848,1786220896,597.02,-0.21000000000003638,0.0902096324001935,3,4,False
9851,1786220902,597.18,-0.14000000000010004,0.12749291919338185,3,9,False
9860,1786220920,597.21,-0.12999999999999545,0.08116512661099687,3,2,False
9910,1786221020,597.46,-0.12999999999999545,0.108032916794437,3,6,False
9920,1786221040,597.5,-0.11000000000001364,0.07456540752919666,3,6,False
9922,1786221044,597.15,-0.3100000000000591,0.12046668511344463,3,4,False
9923,1786221046,596.94,-0.2099999999999227,0.1323967102645903,3,0,False
9942,1786221084,597.62,-0.21000000000003638,0.14425671561488757,3,1,False
9950,1786221100,596.72,-0.18999999999994088,0.14153523314787614,3,8,False
9951,1786221102,596.58,-0.13999999999998636,0.1189070598782511,3,4,False
9953,1786221106,596.61,-0.12999999999999545,0.1232882800593597,3,0,False
9955,1786221110,596.49,-0.21000000000003638,0.1385801011849889,3,8,False
9956,1786221112,596.28,-0.21000000000003638,0.12927146286443134,3,9,False
9957,1786221114,596.09,-0.18999999999994088,0.1300811712397676,3,3,True
9984,1786221168,597.05,-0.10000000000002274,0.09573690801124773,3,2,False
9986,1786221172,596.92,-0.10000000000002274,0.06501281924871272,3,8,False
9987,1786221174,596.68,-0.2400000000000091,0.10152175464729694,3,4,False
9989,1786221178,596.39,-0.25,0.11671903586532784,3,8,False
9990,1786221180,596.28,-0.11000000000001364,0.1053090689352122,3,5,False
9991,1786221182,596.15,-0.12999999999999545,0.10053191864609765,3,6,False
9995,1786221190,596.29,-0.17000000000007276,0.13880842113425246,3,8,False
10030,1786221260,597.17,-0.13999999999998636,0.11432896007184466,3,7,False
10118,1786221436,597.38,-0.10000000000002274,0.14375905768565572,3,8,False
10138,1786221476,596.31,-0.2900000000000773,0.13406466101600767,3,0,False
10143,1786221486,596.09,-0.31999999999993634,0.14437605218473284,3,5,False
10159,1786221518,596.73,-0.18999999999994088,0.1275800402361763,3,6,False
10161,1786221522,596.67,-0.19000000000005457,0.14408330923462084,3,6,False
10182,1786221564,596.92,-0.12000000000000455,0.08243515970478625,3,8,False
10184,1786221568,596.75,-0.2300000000000182,0.11057425860780791,3,7,False
10192,1786221584,597.61,-0.11000000000001364,0.13843971812872,3,1,False
10195,1786221590,597.82,-0.10999999999989996,0.11027742793113646,3,8,False
10197,1786221594,597.77,-0.11000000000001364,0.1251488003227306,3,0,False
10198,1786221596,597.6,-0.16999999999995907,0.1432325226879356,3,6,False
10214,1786221628,598.35,-0.13999999999998636,0.13584713631296538,3,4,False
10215,1786221630,598.24,-0.11000000000001364,0.14284412639109081,3,0,False
10257,1786221714,597.0,-0.12999999999999545,0.13755402978872494,3,2,False
10259,1786221718,596.91,-0.21000000000003638,0.10801748829601268,3,7,False
10264,1786221728,596.92,-0.11000000000001364,0.11690927156467203,3,6,False
10265,1786221730,596.76,-0.15999999999996817,0.12336035739969713,3,9,False
10269,1786221738,596.54,-0.13999999999998636,0.1047801932088734,3,1,False
10270,1786221740,596.41,-0.12999999999999545,0.08181279443540046,3,8,False
10273,1786221746,596.09,-0.2400000000000091,0.08369255907452515,3,3,True
10283,1786221766,596.42,-0.10000000000002274,0.1249933331555489,3,8,False
10297,1786221794,595.79,-0.11000000000001364,0.11988883740087358,3,5,False
10301,1786221802,595.95,-0.2099999999999227,0.1292241807437292,3,3,True
10321,1786221842,596.07,-0.16999999999995907,0.14385177556543996,3,8,False
10325,1786221850,595.75,-0.2699999999999818,0.13995634239923477,3,8,False
10329,1786221858,595.78,-0.19000000000005457,0.12939603291188295,3,7,False
10331,1786221862,595.51,-0.2599999999999909,0.13841965178399085,3,3,True
10338,1786221876,595.29,-0.20000000000004547,0.12541486709675298,3,1,False
10359,1786221918,594.88,-0.21000000000003638,0.13912823820730058,3,4,False
10364,1786221928,594.64,-0.19000000000005457,0.13704824778969776,3,4,False
10369,1786221938,594.99,-0.21000000000003638,0.14177055014670456,3,7,False
10399,1786221998,594.78,-0.2599999999999909,0.13558105406813473,3,0,False
10401,1786222002,594.62,-0.17999999999994998,0.12211561006776016,3,3,True
10402,1786222004,594.43,-0.19000000000005457,0.12801475609388996,3,0,False
10403,1786222006,594.3,-0.12999999999999545,0.11923832344417286,3,2,False
10404,1786222008,594.12,-0.17999999999994998,0.12305825178886405,3,5,False
10407,1786222014,593.98,-0.17999999999994998,0.11390054140928743,3,8,False
10409,1786222018,593.89,-0.19000000000005457,0.11474125481078953,3,1,False
10412,1786222024,593.67,-0.12999999999999545,0.1024369724920282,3,7,False
10415,1786222030,593.42,-0.34000000000003183,0.13840761058074363,3,0,False
10431,1786222062,592.71,-0.2899999999999636,0.12443650768339724,3,0,False
10442,1786222084,593.21,-0.15999999999996817,0.13835943528841071,3,7,False
10447,1786222094,593.04,-0.2599999999999909,0.13942740046345478,3,9,False
10464,1786222128,594.5,-0.17999999999994998,0.10585104838612251,3,6,False
10468,1786222136,594.5,-0.14999999999997726,0.12745369529533593,3,4,False
10470,1786222140,594.27,-0.2699999999999818,0.1393995058176842,3,3,True
10504,1786222208,595.38,-0.25,0.1372912556898218,3,3,True
10511,1786222222,595.99,-0.11000000000001364,0.13747322971724338,3,5,False
10530,1786222260,595.77,-0.19000000000005457,0.11858424103659765,3,6,False
10532,1786222264,595.64,-0.12000000000000455,0.11464437767870209,3,4,False
10533,1786222266,595.44,-0.1999999999999318,0.12626691305854829,3,2,False
10553,1786222306,595.91,-0.12000000000000455,0.11203174153389536,3,4,False
10556,1786222312,595.96,-0.2099999999999227,0.14187631546135765,3,3,True
10563,1786222326,596.06,-0.12000000000000455,0.12738829529347437,3,9,False
10571,1786222342,596.08,-0.12000000000000455,0.13818264885449189,3,4,False
10572,1786222344,595.94,-0.13999999999998636,0.1427663203357927,3,3,True
10580,1786222360,595.48,-0.10000000000002274,0.1405386463258647,3,7,False
10595,1786222390,594.41,-0.16000000000008185,0.13597793938727848,3,9,False
10603,1786222406,594.34,-0.2199999999999136,0.14165686240584083,3,8,False
10606,1786222412,594.09,-0.11000000000001364,0.08615231988875756,3,1,False
10610,1786222420,594.03,-0.11000000000001364,0.08198238293137199,3,4,False
10627,1786222454,594.41,-0.10000000000002274,0.07969385867877071,3,7,False
10628,1786222456,594.27,-0.13999999999998636,0.08275801404630953,3,6,False
10630,1786222460,594.26,-0.10000000000002274,0.08270429251254956,3,0,False
10632,1786222464,594.07,-0.2299999999999045,0.09834745661285761,3,1,False
10634,1786222468,593.9,-0.11000000000001364,0.10013879257197772,3,8,False
10639,1786222478,594.05,-0.10000000000002274,0.11425604773683914,3,3,True
10650,1786222500,594.49,-0.17999999999994998,0.1222202020035036,3,1,False
10652,1786222504,594.41,-0.10000000000002274,0.09097618736057794,3,0,False
10658,1786222516,594.64,-0.15999999999996817,0.14040022158894466,3,8,False
10665,1786222530,594.13,-0.12000000000000455,0.11935009193308986,3,1,False
10666,1786222532,594.01,-0.12000000000000455,0.1151038178727463,3,7,False
10668,1786222536,593.8,-0.17000000000007276,0.11077504733064919,3,1,False
10671,1786222542,593.74,-0.14999999999997726,0.08530338015969104,3,0,False
10674,1786222548,593.63,-0.12999999999999545,0.09307106006822508,3,0,False
10675,1786222550,593.5,-0.12999999999999545,0.09381423725166627,3,7,False
10679,1786222558,593.4,-0.2799999999999727,0.12187881048173159,3,5,False
10680,1786222560,593.25,-0.14999999999997726,0.12509551905997957,3,6,False
10681,1786222562,593.06,-0.19000000000005457,0.12873745893613117,3,5,False
10738,1786222676,593.68,-0.12999999999999545,0.13745706400342117,3,3,True
10772,1786222744,594.13,-0.22000000000002728,0.14001587211614364,3,8,False
10838,1786222876,595.05,-0.21000000000003638,0.12721373091508525,3,6,False
10841,1786222882,594.79,-0.2300000000000182,0.12953335048893697,3,1,False
10877,1786222954,596.26,-0.10000000000002274,0.14166078419162903,3,4,False
10899,1786222998,595.35,-0.15999999999996817,0.05945119380165899,3,4,False
10903,1786223006,595.3,-0.25,0.11892574714219334,3,7,False
10905,1786223010,595.08,-0.18999999999994088,0.12365273955717575,3,1,False
10924,1786223048,595.6,-0.12000000000000455,0.11173381065930542,3,4,False
10935,1786223070,595.49,-0.15999999999996817,0.14081114223593003,3,6,False
10937,1786223074,595.3,-0.16000000000008185,0.09971626413648546,3,3,True
10938,1786223076,595.13,-0.16999999999995907,0.10235558932792703,3,3,True
10939,1786223078,595.03,-0.10000000000002274,0.09249624617007665,3,7,False
10944,1786223088,594.7,-0.39999999999997726,0.13761863568895186,3,9,False
10980,1786223160,594.17,-0.18000000000006366,0.11147495981907805,3,8,False
10999,1786223198,594.13,-0.13999999999998636,0.11944315244777083,3,0,False
11001,1786223202,593.96,-0.13999999999998636,0.12877629181385514,3,7,False
11025,1786223250,592.77,-0.10000000000002274,0.0831932155353861,3,8,False
11037,1786223274,592.69,-0.2799999999999727,0.14032106042926237,3,1,False
11071,1786223342,592.27,-0.17000000000007276,0.14173527750313086,3,3,True
11101,1786223402,592.32,-0.12999999999999545,0.12108766337750829,3,5,False
11102,1786223404,592.15,-0.17000000000007276,0.11568155523777142,3,4,False
11105,1786223410,591.87,-0.22000000000002728,0.09383200117471929,3,4,False
11117,1786223434,592.23,-0.14999999999997726,0.13521998537361615,3,2,False
11120,1786223440,592.41,-0.10000000000002274,0.12825755338379613,3,9,False
11122,1786223444,592.3,-0.19000000000005457,0.13191327117130258,3,4,False
11137,1786223474,591.97,-0.15999999999996817,0.12985461956439986,3,5,False
11141,1786223482,591.88,-0.2300000000000182,0.1393676193860251,3,8,False
11143,1786223486,591.86,-0.12000000000000455,0.1309325526113786,3,0,False
11170,1786223540,590.27,-0.14999999999997726,0.12074306973437152,3,1,False
11172,1786223544,590.35,-0.15999999999996817,0.1323127607854167,3,1,False
11182,1786223564,590.01,-0.19000000000005457,0.11520030864156641,3,7,False
11184,1786223568,589.9,-0.17000000000007276,0.12269655432998106,3,3,True
11187,1786223574,589.96,-0.12000000000000455,0.11286176402035683,3,0,False
11189,1786223578,589.9,-0.20000000000004547,0.13654466098846266,3,7,False
11190,1786223580,589.77,-0.12999999999999545,0.13654466098846735,3,6,False
11222,1786223644,589.1,-0.17999999999994998,0.13690629398726692,3,0,False
11233,1786223666,589.41,-0.21000000000003638,0.12169634341263633,3,2,False
11247,1786223694,590.29,-0.12999999999999545,0.13266917920569743,3,5,False
11248,1786223696,590.15,-0.13999999999998636,0.14173919711922245,3,5,False
11250,1786223700,590.12,-0.12999999999999545,0.14370107863200843,3,0,False
11254,1786223708,589.56,-0.13000000000010914,0.12754519896014258,3,1,False
11278,1786223756,590.19,-0.10999999999989996,0.1271088772142418,3,9,False
11279,1786223758,590.09,-0.10000000000002274,0.1285344744071032,3,8,False
11280,1786223760,589.98,-0.11000000000001364,0.12908223046655687,3,1,False
11285,1786223770,589.95,-0.16999999999995907,0.09843215373487281,3,4,False
11286,1786223772,589.84,-0.11000000000001364,0.08058811602489677,3,8,False
11287,1786223774,589.68,-0.16000000000008185,0.08676917015212447,3,3,True
11308,1786223816,589.92,-0.12000000000000455,0.14259889355967298,3,8,False
11321,1786223842,590.44,-0.2599999999999909,0.14263005760823924,3,3,True
11325,1786223850,589.89,-0.19000000000005457,0.13308309851785274,3,6,False
11335,1786223870,590.23,-0.15999999999996817,0.14338758663147272,3,0,False
11348,1786223896,590.74,-0.10000000000002274,0.11411982007230712,3,2,False
11350,1786223900,590.72,-0.1999999999999318,0.13222875800839232,3,2,False
11351,1786223902,590.62,-0.10000000000002274,0.13803783700290967,3,0,False
11353,1786223906,590.48,-0.12000000000000455,0.13149144458860682,3,6,False
11355,1786223910,590.35,-0.11000000000001364,0.121728294893906,3,3,True
11357,1786223914,590.18,-0.15000000000009095,0.10490207073476897,3,4,False
11362,1786223924,589.98,-0.2599999999999909,0.10282671507607145,3,9,False
11382,1786223964,591.63,-0.19000000000005457,0.12349089035228702,3,4,False
11390,1786223980,592.02,-0.14999999999997726,0.14384018909889948,3,3,True
11392,1786223984,591.85,-0.17999999999994998,0.14148419621208438,3,1,False
11397,1786223994,591.58,-0.15999999999996817,0.13525284963108367,3,2,False
11399,1786223998,591.33,-0.18999999999994088,0.10823841996050909,3,9,False
11403,1786224006,591.25,-0.20000000000004547,0.12084884957848119,3,3,True
11404,1786224008,591.13,-0.12000000000000455,0.11037310461440906,3,0,False
11408,1786224016,591.16,-0.19000000000005457,0.13574485871173644,3,6,False
11409,1786224018,590.96,-0.1999999999999318,0.13703608608279444,3,4,False
11430,1786224060,591.58,-0.17999999999994998,0.1355195762816074,3,6,False
11431,1786224062,591.46,-0.12000000000000455,0.08305955025692266,3,3,True
11435,1786224070,591.42,-0.12999999999999545,0.08041558721207573,3,2,False
11439,1786224078,591.25,-0.14999999999997726,0.09677580046454562,3,9,False
11443,1786224086,591.19,-0.2899999999999636,0.1407756292039656,3,9,False
11471,1786224142,592.25,-0.14999999999997726,0.1114998754358834,3,5,False
11472,1786224144,592.15,-0.10000000000002274,0.10936178491592193,3,7,False
11478,1786224156,592.58,-0.11000000000001364,0.13666260156555962,3,4,False
11500,1786224200,593.52,-0.11000000000001364,0.13500617269835466,3,9,False
11507,1786224214,593.67,-0.10000000000002274,0.10585104838614191,3,4,False
11509,1786224218,593.51,-0.2300000000000182,0.1305373509766533,3,7,False
11544,1786224288,593.76,-0.25,0.13706851490321498,3,6,False
11559,1786224318,594.75,-0.2400000000000091,0.11669523459754967,3,2,False
11589,1786224378,593.56,-0.16000000000008185,0.1320774183744085,3,7,False
11593,1786224386,593.68,-0.12999999999999545,0.0949912276651584,3,3,True
11595,1786224390,593.7,-0.12999999999999545,0.11409547658773472,3,6,False
11599,1786224398,593.65,-0.12999999999999545,0.1085715329991224,3,3,True
11605,1786224410,593.68,-0.3100000000000591,0.1419546093338105,3,8,False
11620,1786224440,593.88,-0.2699999999999818,0.1451282957324906,3,8,False
11636,1786224472,593.63,-0.32000000000005,0.11871534582072471,3,9,False
11646,1786224492,593.98,-0.14999999999997726,0.1128666863555649,3,5,False
11649,1786224498,593.77,-0.11000000000001364,0.0992695544688596,3,4,False
11650,1786224500,593.64,-0.12999999999999545,0.10619165064480364,3,5,False
11657,1786224514,593.34,-0.13999999999998636,0.0779529772790435,3,1,False
11658,1786224516,593.21,-0.12999999999999545,0.08097324661063654,3,7,False
11661,1786224522,593.33,-0.16999999999995907,0.12795832654943262,3,5,False
11671,1786224542,593.16,-0.2599999999999909,0.10176770935157609,3,1,False
11675,1786224550,593.24,-0.10000000000002274,0.1273708496216252,3,7,False
11687,1786224574,592.86,-0.3300000000000409,0.13118688958885458,3,5,False
11689,1786224578,592.6,-0.25,0.12472636716695285,3,3,True
11690,1786224580,592.43,-0.17000000000007276,0.11681419244062873,3,9,False
11693,1786224586,592.51,-0.10000000000002274,0.1396384219650658,3,3,True
11697,1786224594,592.34,-0.12000000000000455,0.11360751148877658,3,4,False
11701,1786224602,592.45,-0.2299999999999045,0.13769531582445907,3,6,False
11723,1786224646,592.02,-0.20000000000004547,0.14323252268795594,3,4,False
11742,1786224684,592.29,-0.12000000000000455,0.07604092465392435,3,3,True
11745,1786224690,592.22,-0.12999999999999545,0.08550503558921486,3,4,False
11752,1786224704,592.06,-0.10000000000002274,0.06447221623822545,3,4,False
11754,1786224708,591.89,-0.14999999999997726,0.06866990283636404,3,8,False
11756,1786224712,591.89,-0.19000000000005457,0.10865337342006777,3,4,False
11758,1786224716,591.73,-0.11000000000001364,0.10235558932794879,3,0,False
11759,1786224718,591.6,-0.12999999999999545,0.1047960983158592,3,9,False
11760,1786224720,591.39,-0.21000000000003638,0.1130584902704262,3,0,False
11774,1786224748,591.71,-0.2999999999999545,0.1396662688936224,3,2,False
11786,1786224772,592.08,-0.13999999999998636,0.11972189997378171,3,2,False
11814,1786224828,592.68,-0.17000000000007276,0.1182276523397956,3,5,False
11819,1786224838,592.04,-0.2800000000000864,0.14072826455423887,3,9,False
11839,1786224878,591.67,-0.13999999999998636,0.1341475141609126,3,0,False
11845,1786224890,591.82,-0.18999999999994088,0.10499206319208435,3,8,False
11846,1786224892,591.58,-0.2400000000000091,0.1281015222391915,3,9,False
11863,1786224926,592.72,-0.10000000000002274,0.13131810402394542,3,4,False
11887,1786224974,592.47,-0.22000000000002728,0.14298795598074399,3,6,False
11893,1786224986,592.02,-0.2300000000000182,0.14351151715300264,3,9,False
11895,1786224990,591.79,-0.20000000000004547,0.1354662729653229,3,3,True
11896,1786224992,591.63,-0.15999999999996817,0.13141959941773215,3,9,False
11904,1786225008,591.79,-0.2300000000000182,0.13548267621936755,3,7,False
11913,1786225026,592.23,-0.12000000000000455,0.1334541119636402,3,6,False
11914,1786225028,592.06,-0.17000000000007276,0.1217511122468261,3,4,False
11922,1786225044,592.52,-0.20000000000004547,0.13548677672256948,3,1,False
11936,1786225072,592.61,-0.12000000000000455,0.08589399151151907,3,9,False
11943,1786225086,592.7,-0.12000000000000455,0.09547541859327009,3,6,False
11945,1786225090,592.55,-0.21000000000003638,0.10952422360171404,3,7,False
11972,1786225144,593.54,-0.2300000000000182,0.12401164819842772,3,8,False
11973,1786225146,593.38,-0.15999999999996817,0.13849989971917742,3,4,False
11974,1786225148,593.24,-0.13999999999998636,0.140115032106558,3,7,False
12003,1786225206,593.01,-0.12999999999999545,0.1364836172504766,3,0,False
12005,1786225210,592.85,-0.14999999999997726,0.14142528455373662,3,3,True
12022,1786225244,593.57,-0.16999999999995907,0.10857153299912606,3,5,False
12035,1786225270,593.85,-0.10000000000002274,0.09882082551543662,3,7,False
12036,1786225272,593.67,-0.18000000000006366,0.11547005383792258,3,1,False
12039,1786225278,593.42,-0.12999999999999545,0.11059937713306389,3,1,False
12041,1786225282,593.45,-0.15999999999996817,0.11682845924214422,3,5,False
12055,1786225310,592.64,-0.20000000000004547,0.11817595168036764,3,4,False
12067,1786225334,592.58,-0.12999999999999545,0.12452576707921785,3,5,False
12076,1786225352,592.66,-0.16000000000008185,0.08847472959992168,3,7,False
12077,1786225354,592.47,-0.18999999999994088,0.09926955446884812,3,9,False
12097,1786225394,592.1,-0.17999999999994998,0.1446105882092373,3,2,False
12114,1786225428,592.52,-0.12000000000000455,0.12165981715878128,3,1,False
12148,1786225496,593.19,-0.2099999999999227,0.13089435944046487,3,0,False
12162,1786225524,592.93,-0.14000000000010004,0.11255122290661457,3,8,False
12163,1786225526,592.68,-0.25,0.12536169891778007,3,8,False
12184,1786225568,593.33,-0.11000000000001364,0.13053735097662522,3,7,False
12198,1786225596,594.05,-0.14000000000010004,0.11789354897064147,3,1,False
12199,1786225598,593.91,-0.13999999999998636,0.12345039489609846,3,5,False
12208,1786225616,593.85,-0.17999999999994998,0.09213516640722338,3,6,False
12211,1786225622,593.92,-0.12000000000000455,0.10699948078792669,3,1,False
12290,1786225780,594.43,-0.16000000000008185,0.11862171433221443,3,4,False
12292,1786225784,594.42,-0.22000000000002728,0.1432945684013845,3,2,False
12312,1786225824,594.61,-0.2699999999999818,0.13671137480108622,3,4,False
12326,1786225852,593.48,-0.2599999999999909,0.12445436468397957,3,8,False
12327,1786225854,593.28,-0.20000000000004547,0.12705641791479275,3,1,False
12329,1786225858,593.07,-0.13999999999998636,0.1215867317322838,3,5,False
12348,1786225896,593.67,-0.18000000000006366,0.13031585560560496,3,2,False
12381,1786225962,593.53,-0.11000000000001364,0.14101221381299167,3,4,False
12385,1786225970,593.65,-0.10000000000002274,0.1317573527359938,3,2,False
12386,1786225972,593.42,-0.2300000000000182,0.13157591809378794,3,2,False
12387,1786225974,593.22,-0.1999999999999318,0.12631530214330625,3,9,False
12428,1786226056,593.18,-0.16000000000008185,0.13581441586062196,3,7,False
12459,1786226118,593.02,-0.11000000000001364,0.12233378746509423,3,5,False
12502,1786226204,592.7,-0.2199999999999136,0.14114216631152196,3,5,False
12509,1786226218,592.76,-0.14999999999997726,0.09908470001858914,3,4,False
12512,1786226224,592.8,-0.15000000000009095,0.11005049346148446,3,5,False
12523,1786226246,592.72,-0.10000000000002274,0.0824688493378675,3,4,False
12524,1786226248,592.54,-0.18000000000006366,0.1054566788359775,3,1,False
12525,1786226250,592.41,-0.12999999999999545,0.10812030336621731,3,2,False
12527,1786226254,592.24,-0.17999999999994998,0.10371435130523265,3,5,False
12540,1786226280,592.77,-0.12000000000000455,0.11652848960184685,3,6,False
12544,1786226288,592.89,-0.12999999999999545,0.13261891938099835,3,0,False
12594,1786226388,592.65,-0.12000000000000455,0.12973905434459226,3,0,False
12622,1786226444,592.43,-0.10000000000002274,0.12543701385333403,3,3,True
